Borough,Neighborhood,Lat,Lng,ID,Name,Likes,Rating,Tips
Bronx,Eastchester,40.884688,-73.826647,4f44d4d419836ed00196d410,Hostess Cakes,0,0,0
Bronx,Kingsbridge,40.87783170338122,-73.90266884096424,4debd81822713dd973b85876,Sugarboy Bakery Cafe,15,7.8,0
Bronx,Kingsbridge,40.88479273266669,-73.89986081581755,4cab0bf1d971b1f7873327e1,S & S Cheesecake,12,7.5,2
Bronx,Woodlawn,40.89918283532642,-73.867552759052,4b79c7c2f964a5209b112fe3,Angelica's Bakery,0,0,0
Bronx,University Heights,40.858061919548035,-73.91203969692151,4e5f8bde45dd4656dd97be19,Au Bon Pain,2,6.3,1
Bronx,Fordham,40.859725301922786,-73.89726689544588,51a3c054498e210b7bf17b93,Baskin Robbins Bronx,0,6.7,0
Bronx,Mott Haven,40.803867,-73.920739,4f3248bb19836c91c7c88252,Zaros Bread Basket,0,0,0
Bronx,Morrisania,40.822081,-73.900749,4bc3300674a9a5931826d4f6,Amor Bakery,7,7.6,2
Bronx,Morrisania,40.82138361325564,-73.89697981088045,4cfd3a8834c1a093d24f4f0e,National Bakery,0,0,0
Bronx,Van Nest,40.84391711249332,-73.8672042324278,50cc16a8e4b0981e02c95c18,E&V Italian Bread Bakery,0,0,0
Bronx,Van Nest,40.845735,-73.866306,4e31884ad4c0b2aebf7177ff,Ronald Pitusa Bakery,0,0,0
Bronx,Morris Park,40.849240623263306,-73.85361329249675,4bbf3ae8f353d13a5f397e10,Joseph Scaglione Bakery,11,7.0,6
Bronx,Morris Park,40.84831126620576,-73.85589794483205,4c348cea213c2d7ff79e385d,Morris Park Bake Shop,6,6.4,3
Bronx,Belmont,40.85441232476012,-73.88851590024353,4bb6496e46d4a59398fdc5c0,Madonia Bakery,69,8.7,29
Bronx,Belmont,40.85514224140267,-73.88697184841936,4af1a473f964a520c5e121e3,Egidio Pastry Shop,39,8.0,15
Bronx,Belmont,40.85449717034133,-73.88759144753934,4b366de6f964a5202d3525e3,Addeo & Sons Bakery,23,8.1,11
Bronx,Belmont,40.854324604875096,-73.88511207332353,4ab52b10f964a520f37220e3,Artuso Pastry Shop,68,8.9,25
Bronx,Belmont,40.8542927142093,-73.88513190462093,4c823993d8086dcbc8207452,Terranova Bakery,13,7.6,8
Bronx,Pelham Bay,40.847119272159645,-73.83205709805584,4c9205941adc370460a134d1,Zeppieri & Sons Italian Bakery,29,9.3,10
