Borough,Neighborhood,Lat,Lng,ID,Name,Likes,Rating,Tips
Bronx,Concourse,40.83336858139031,-73.91445285669495,4c9bb31e9975a1438f922bcf,Marinells Bakery,4,7.1,8
Brooklyn,Bensonhurst,40.613940136924604,-73.99935895452214,4b972c7cf964a52008fb34e3,Il Fornaretto Bakery,9,8.0,1
Brooklyn,Sunset Park,40.648016864662765,-74.01084252540383,4b8d36cbf964a520bbed32e3,Don Paco Lopez Panaderia,10,8.0,0
Brooklyn,Sunset Park,40.64757445977959,-74.00777573866056,4ad24975f964a520b4e020e3,La Gran Via Bakery,17,7.9,19
Brooklyn,Sunset Park,40.64924978201449,-74.00954391029605,4bb15325f964a520608c3ce3,Savoy Bakery,8,7.0,2
Brooklyn,Greenpoint,40.73169700683398,-73.954432692519,4be6fef12468c928b2ef0143,Rzeszowska Bakery,14,7.7,6
Brooklyn,Greenpoint,40.733314122944364,-73.95479140606002,59c68c0c4382ab16da7cf734,Brooklyn Whiskers,12,8.4,5
Brooklyn,Greenpoint,40.729707682840896,-73.95954448458306,4c4bbf66c668e21ec3a57afa,Ovenly,394,9.4,100
Brooklyn,Gravesend,40.59686348860613,-73.97451511824467,4da602dacda1b0253fe9192e,Nuccios Bakery,8,7.6,3
Brooklyn,Gravesend,40.59649470791817,-73.97816561754584,4c75a5ed3adda143830208af,Elegante Pastry Shop,5,6.2,3
Brooklyn,Brighton Beach,40.576448,-73.967481,51799baae4b0e3bd46874775,Berikoni - Brick Oven Bread,3,6.2,6
Brooklyn,Manhattan Terrace,40.618274429336985,-73.9576887663316,4f43ce2d19836ed00190bd11,Avenue M Kosher Bagels,0,0,0
Brooklyn,Crown Heights,40.66805347569283,-73.94243991715994,4b50addbf964a520132d27e3,Gombo's Bakery,7,6.4,9
Brooklyn,East Flatbush,40.64168548237491,-73.93709290652112,5620226b498eeefe09a24ab1,Tasty Delicious Bakery & Restaurant,0,0,0
Brooklyn,Kensington,40.642773844669684,-73.9795729725447,4d6002cb5c39b1f79fc8fe49,Kabir's Bakery,5,6.8,1
Brooklyn,Windsor Terrace,40.65886137286639,-73.98188883892442,4ac787f5f964a520c9b720e3,Regina Bakery Inc.,17,7.4,8
Brooklyn,Prospect Heights,40.67846761615478,-73.9686844966458,548eeada498e4c3cf0acd057,Little Cupcake Bakeshop,143,8.9,27
Brooklyn,Prospect Heights,40.67507145714611,-73.96326024319478,4a9e748df964a5203a3a20e3,Little Miss Muffin 'n' Her Stuffin',16,7.8,13
Brooklyn,Prospect Heights,40.6769837367021,-73.96919916266556,44f9a2c4f964a52066381fe3,Joyce Bakeshop,135,8.3,76
Brooklyn,Williamsburg,40.70565963167382,-73.95971494053042,4c669eccd3899c748caefb29,Kaff's Bake Shop,0,0,0
Brooklyn,Bushwick,40.701524785180005,-73.92321494801541,4af0b371f964a5205cde21e3,Circo's Pastry Shop,55,8.6,21
Brooklyn,Bushwick,40.69558493158839,-73.92924436745504,5702a4d1498ec2255b795cfe,brooklyn whiskers,37,7.8,18
Brooklyn,Bushwick,40.69997562236325,-73.92798179210126,54bac253498e94c7a5201b01,Bushwick Bakery,36,6.7,10
Brooklyn,Brooklyn Heights,40.69510069703266,-73.99454265832895,4f86cb13e4b05dd564791c7d,Le Pain Quotidien,143,7.7,39
Brooklyn,Brooklyn Heights,40.69216629075083,-73.99109172940383,56a122d6498eb97a32f045d4,Maison Kayser,87,7.6,21
Brooklyn,Cobble Hill,40.685528866308935,-74.00244449331758,4a8814faf964a520210520e3,Margaret Palca Bakes,21,7.3,12
Brooklyn,Cobble Hill,40.691021,-73.996024,5bd8a65cbfc6d0002c47b7c5,Amy’s Bread,5,7.0,2
Brooklyn,Carroll Gardens,40.68194002100747,-73.99609790259039,4a69cfeaf964a52015cc1fe3,Monteleone's Bakery,91,8.7,44
Brooklyn,Carroll Gardens,40.682972506411595,-73.99559695307425,3fd66200f964a52075eb1ee3,Caputo Bakery,69,8.1,33
Brooklyn,Carroll Gardens,40.684067,-73.995377,4a75f1d7f964a520c1e11fe3,Court Pastry Shop,57,8.6,31
Brooklyn,Carroll Gardens,40.679051368238945,-73.99749995699847,4a0db3fdf964a52090751fe3,Brooklyn Bread Cafe,30,6.7,36
Brooklyn,Red Hook,40.67695855746999,-74.01332712873493,44dc6750f964a520a6361fe3,Baked,291,9.0,135
